id,demand
0:0:3,2.9928600710734736
0:0:4,2.99153054453276
0:0:5,2.9931714768059496
0:0:6,3.002238494232749
0:1:0,2.9792736683082843
0:1:1,2.9809248117582636
0:1:2,2.9825759134592373
0:1:6,3.0010312368430734
0:1:7,2.9952460265531577
0:2:0,2.982474633547824
0:2:1,2.979717680537516
0:2:6,2.995358259713772
0:3:4,2.9834124821010986
0:3:6,2.9911499227365663
0:3:7,2.992776503437433
0:4:2,2.9863190819970007
0:4:3,20.065608956617947
0:4:7,2.991801468069752
0:6:3,2.982759353916323
0:6:7,2.98490170601732
0:7:0,2.9721778273381347
0:7:1,2.9738290894414763
0:7:7,2.988113605105288
1:0:2,2.9881247343212562
1:0:7,21.595728695119373
1:1:5,7.324105465896746
1:2:0,2.979141614670203
1:2:2,2.9869089813157093
1:2:5,3.005458778941628
1:2:7,2.9906577556584604
1:3:0,2.9772329865141343
1:3:2,2.9761056125910894
1:3:3,2.9913737675197587
1:3:5,3.0208189794272924
1:3:7,2.996834075881092
1:4:7,2.988168368998985
1:5:6,2.985303577645754
1:5:7,2.9913671713031458
1:6:0,2.969110540252148
1:6:1,2.970751520676868
1:6:3,2.9835268803030113
1:6:5,3.0055880681185947
1:6:6,2.997693349386576
1:7:3,2.972795513426678
1:7:5,2.9804935495948937
1:7:6,2.98623526413432
1:7:7,2.9888698765393604
2:0:1,2.9780211775699743
2:0:5,2.9941294421777016
2:0:7,3.0291082535005334
2:1:2,2.9858507300930333
2:1:7,2.996166991906103
2:2:1,2.975546023808677
2:2:4,2.994095869809672
2:3:0,2.9777388143995216
2:3:6,2.9920784499646054
2:4:1,2.977526109604566
2:4:3,20.292644741750454
2:4:6,2.981296545619578
2:5:2,2.9734952742014578
2:5:7,2.9867951156856125
2:6:3,2.97898046408333
2:6:5,2.986734597694394
2:6:7,2.984884634327532
2:7:0,2.9721442647779077
2:7:1,2.9737955794647775
2:7:5,2.9810195153686028
2:7:7,2.9843155911128
3:0:0,2.981150864566036
3:0:3,2.9941864763841357
3:0:5,2.9944878406635906
3:0:6,2.991683172943267
3:1:0,2.979912374590869
3:1:3,2.9855229059636392
3:1:4,2.9871639088488515
3:1:5,19.78709583870039
3:1:7,2.9921950843728062
3:2:3,2.97929016870656
3:2:5,2.9921065407315175
3:3:3,6.9070519412494065
3:4:0,2.9719541234619755
3:4:4,2.9785176495821073
3:5:5,2.983350148287782
3:5:6,2.980561569789968
3:6:0,2.969478599435126
3:6:1,2.975539211298143
3:6:4,2.9804604660589016
3:6:5,2.9901968613843
3:6:7,2.986049382262749
3:7:0,2.9733038406863526
3:7:1,2.979358192430178
4:0:0,2.9869181510506504
4:0:2,2.980701681412538
