id,demand
0:0:3,11.404523495292572
0:0:4,7.128464062325442
0:0:5,6.419537655399035
0:0:6,12.79826772433245
0:1:0,1.3359629372647417
0:1:1,1.3512753662261638
0:1:2,1.625647015604443
0:1:6,10.314700153014877
0:1:7,5.059476340338904
0:2:0,1.3252343076234072
0:2:1,1.3480306207985437
0:2:6,8.819459932775734
0:3:4,6.036103427932932
0:3:6,4.761320904152766
0:3:7,10.655983991294276
0:4:2,4.345515582168264
0:4:3,21.265169246495372
0:4:7,2.917871149083072
0:6:3,1.8076925591077775
0:6:7,2.100758846708916
0:7:0,1.2439086803461672
0:7:1,1.243632311736101
0:7:7,1.7642094445011893
1:0:2,1.778968655360654
1:0:7,7.338782530066213
1:1:5,13.941279474416561
1:2:0,1.2635880583570336
1:2:2,1.7219530493835942
1:2:5,2.9544342678902593
1:2:7,1.8419526740303411
1:3:0,1.2747657131899264
1:3:2,1.3920015890387958
1:3:3,2.358827219753263
1:3:5,13.344603221017099
1:3:7,8.130401539181479
1:4:7,1.848364713088692
1:5:6,1.7995173626503782
1:5:7,1.7735485678979561
1:6:0,1.2422775091520282
1:6:1,1.2422775091520282
1:6:3,1.5984391474103945
1:6:5,3.0902569488853064
1:6:6,2.652429639002128
1:7:3,1.6279906463393423
1:7:5,1.6246999345440942
1:7:6,1.9972709812235416
1:7:7,1.6080175850721614
2:0:1,1.294167737832427
2:0:5,1.8188778019870058
2:0:7,3.0122667351887085
2:1:2,1.8238202632767966
2:1:7,1.81558194170741
2:2:1,1.2767245365488935
2:2:4,2.3295605130078503
2:3:0,1.2635880583570336
2:3:6,1.938972396671062
2:4:1,1.4418646014766026
2:4:3,11.080231490528293
2:4:6,1.7225221053990765
2:5:2,1.3083953277202272
2:5:7,1.6325405507866668
2:6:3,1.585110187122656
2:6:5,1.7330614071143422
2:6:7,1.6121190947961168
2:7:0,1.2313008686332845
2:7:1,1.2313008686332845
2:7:5,1.607393832217632
2:7:7,1.607393832217632
3:0:0,1.2922089144734596
3:0:3,2.344139777749394
3:0:5,1.771235956856581
3:0:6,1.8644874964684284
3:1:0,1.2780104586175463
3:1:3,1.8223305703178718
3:1:4,1.8567953541260926
3:1:5,8.53741373097845
3:1:7,1.6984366784175327
3:2:3,1.6878499460196208
3:2:5,1.8319780960087904
3:3:3,2.216433303304819
3:4:0,1.281352161506205
3:4:4,1.728958947770287
3:5:5,1.6289916002672655
3:5:6,1.6809350716229627
3:6:0,1.234379548918106
3:6:1,1.2313008686332845
3:6:4,1.618555937167327
3:6:5,1.8737953080234653
3:6:7,1.6271430348376936
3:7:0,1.220123213800392
3:7:1,1.220123213800392
4:0:0,1.2810312596405669
4:0:2,1.3631351342306468
4:1:0,1.2668328037846537
4:1:5,2.4967952521886243
4:2:2,1.7631949708996586
4:2:5,1.6951919329899128
4:3:0,1.281352161506205
4:3:7,2.0924871105866565
4:4:1,1.4637455578623182
4:4:3,1.8094964659852948
4:4:6,1.6763161288044666
4:5:0,1.270654609785637
4:5:1,1.2660269848283259
4:5:4,1.6816344192330854
4:5:5,1.6123092507953323
4:6:1,1.220123213800392
4:6:2,1.2736692115251858
4:6:3,1.6106087116404983
4:6:4,1.627842382447816
4:7:1,1.220123213800392
4:7:2,1.2767478918100073
4:7:3,1.5928147790385294
4:7:4,1.634840688085434
4:7:5,1.6038448816982305
5:0:0,1.2810312596405669
5:0:7,1.7500741329677831
5:1:0,1.2668328037846537
5:1:1,1.2799692819765136
5:1:3,1.674717773958769
5:1:4,1.6955341489426126
5:1:5,1.8324694032353848
5:1:6,3.6564229738443963
5:1:7,1.710795341326275
5:2:3,1.6892641376706634
5:2:6,2.02104863831697
5:2:7,1.8032558630553421
5:3:3,2.372537138358944
5:3:6,1.7387700117150786
5:4:1,1.2589604333997224
5:4:6,1.6596337793325335
5:5:2,1.3018088794039488
5:5:3,1.6088745728935447
5:5:5,1.6123092507953323
5:6:0,1.234379548918106
5:6:1,1.220123213800392
5:6:2,1.2624915566922932
5:6:6,1.8145944505703784
5:7:0,1.234379548918106
5:7:3,1.576132429566596
5:7:5,1.5871625322262972
5:7:6,37.33489088258988
6:0:0,1.400611353040546
6:1:3,1.662141325463583
6:1:4,1.6991360260276553
6:1:7,1.7362115973821621
6:2:1,1.2701380882326152
6:2:3,1.7447443314048567
6:2:7,1.6951919329899128
6:3:1,1.2767245365488935
6:3:2,1.4348252006473192
6:3:3,1.8237378344618957
6:3:5,2.1182275511046273
6:3:6,2.1229670263022573
6:3:7,1.848126090098657
6:4:0,1.281352161506205
6:4:5,1.7639713805447246
6:4:6,1.6856025740849558
6:5:0,1.2640681614693587
6:5:2,1.290631224571056
6:5:3,1.601982692593805
6:5:4,1.66250225555247
6:5:5,1.6382780455477544
6:6:3,1.5977395621834836
6:6:5,6.98829428471897
6:6:6,2.963243658649519
6:7:2,1.2767478918100073
6:7:3,1.576132429566596
6:7:5,1.6131313269787197
6:7:6,31.040303954823607
7:1:0,1.9197952179695432
7:1:6,2.5131348613662023
7:1:7,2.2788931081378485
7:2:1,1.288805609777543
7:2:2,2.7656863199732657
7:2:5,2.8486344002672905
7:3:0,1.3073375936721485
7:3:3,2.298300007451052
7:3:4,2.6167236735243757
7:3:7,3.4718724129549305
7:4:2,1.3398456923906608
7:4:3,2.4691001906145833
7:5:0,1.2689983960926419
7:5:1,3.682188783024165
7:5:4,2.3870860926308546
7:5:7,2.643206363240552
7:6:1,1.2470492480627435
7:6:2,1.2618349216869567
7:6:3,1.5698202893951136
7:6:7,2.5213357797492777
7:7:1,1.2470492480627435
7:7:3,1.5679846587210364
7:7:7,1.8359349229029658
8:0:3,68.49646825396826
8:0:4,60.86722619047619
8:0:6,25.62352792468969
8:1:1,1.2819747590071853
8:1:2,31.30788095238096
8:1:3,42.227158008658016
8:1:4,26.4712554945055
8:1:5,35.68900721500723
8:2:4,39.16254761904762
8:2:5,26.060054834054835
8:3:1,15.825285582690867
8:3:2,30.000406162464984
8:3:5,32.73695426795427
8:3:7,41.145813492063496
8:4:2,1.1657351660631807
8:4:3,16.394993629362496
8:4:4,15.461310363270966
8:4:5,32.999496031746034
8:4:7,33.23673412698412
8:5:0,1.1241331248538318
8:5:4,10.211321718871787
8:5:6,26.51081334231806
8:6:2,1.0563615394052435
8:6:3,1.5602879837376502
8:6:4,14.576210712921316
8:6:7,11.023930672925871
8:7:2,1.0371301641461514
8:7:4,2.1252460798405015
9:0:5,201.7107777777778
9:1:0,2.724338558800397
9:1:3,260.4940833333334
9:1:5,283.0067777777778
9:1:6,124.95627777777777
9:2:2,93.98121031746032
9:2:5,218.25461111111107
9:3:6,136.4392777777778
9:4:7,118.63194444444446
9:5:1,25.768295806898173
9:5:2,1.6565994216760997
9:5:4,23.12805663659666
9:5:5,73.66338888888889
9:6:1,0.9163451588423014
9:6:5,57.46598168498169
9:6:6,68.17943578643577
9:6:7,28.0490937804026
9:7:2,0.9092268342428932
9:7:5,8.52480607771571
9:7:6,9.955876757071897
9:7:7,12.208913046751789
10:0:0,7.361252472497577
10:0:1,15.049154427998888
10:0:2,91.64798484848482
10:1:1,3.6367218104547847
10:1:5,457.0413333333334
10:2:2,69.19386904761906
10:2:3,298.2202380952381
10:2:4,487.9466666666667
10:2:5,299.8330357142857
10:2:7,294.0916666666667
10:3:2,118.80788095238097
10:3:7,152.55273809523808
10:4:7,119.94823412698415
10:5:2,1.3795243448526733
10:5:5,71.33872619047617
10:5:6,72.17646031746031
10:5:7,43.22802777777778
10:6:5,44.37442918192918
10:6:7,28.963015812890813
10:7:1,0.7979375921011825
11:0:0,6.785006370517189
11:0:2,92.79575000000001
11:0:7,167.31492207792206
11:1:2,156.9362085137085
11:1:3,270.32800000000003
11:1:4,239.28835714285714
11:2:0,1.1550702863188267
11:2:1,3.89568311522539
11:2:7,240.14023809523812
11:3:2,49.95601989196039
11:4:1,20.131335466820758
11:4:7,95.96532539682539
11:5:5,57.93794444444445
11:5:6,57.69259920634921
11:6:0,0.8940988085308388
11:6:1,0.9269377903804619
11:6:2,0.973898798635255
11:6:5,33.0605189516366
11:7:0,0.8197041961748062
11:7:1,0.8076704044684115
11:7:4,4.534614712047466
11:7:5,5.299655859202167
11:7:6,5.116501140803672
12:0:2,87.87613888888889
12:0:3,267.62783333333334
12:0:7,183.48127922077921
12:1:0,1.351160047459095
12:1:2,51.900196969696964
12:1:3,188.9292777777778
12:1:4,149.30016666666666
12:2:0,1.4426706642356408
12:2:4,188.81870634920637
12:2:5,199.41946825396826
12:2:7,210.10498556998556
12:3:0,1.1654412631203714
12:3:4,100.82334523809523
12:3:5,81.71238369963369
12:3:6,94.53386111111111
12:3:7,101.0272142857143
12:4:7,72.08447741147741
12:5:2,1.180426804410545
12:5:3,6.4636017813748
12:5:4,17.716163393186942
12:5:5,38.42624847374847
12:5:6,54.98057023532023
12:6:7,63.55311721611721
12:7:0,0.8320406440972904
12:7:1,0.8621129583733045
12:7:5,7.633031986420117
13:0:0,10.890603453884301
13:0:3,192.00961904761903
13:1:6,133.69699999999997
13:1:7,104.32540079365077
13:2:1,6.706772456452585
13:2:3,122.94966666666669
13:2:4,115.29807142857146
13:2:7,163.53796428571428
13:3:0,1.256111127702613
13:4:1,21.157271386910402
13:4:2,1.117025195348314
13:4:3,81.2621212121212
13:4:6,41.14749007936509
13:4:7,52.31347481113657
13:5:2,1.095738209851529
13:5:4,16.059723605284752
13:5:6,62.21228210678211
13:5:7,61.044500285662046
13:6:1,0.9178678068665816
13:6:4,11.893786007013714
13:6:5,16.80859535359509
13:7:0,0.854672390262405
13:7:4,19.853131018726934
14:1:1,5.569968474209313
14:1:2,41.19002838827838
14:1:4,79.50288095238095
14:1:6,178.0045
14:1:7,100.52226587301588
14:3:5,77.68566666666666
14:4:1,11.211166496901125
14:4:2,1.2503376538643016
14:4:7,50.92301137751137
14:5:0,1.1850044466561491
14:5:2,1.0675610369740367
14:5:5,27.759933982683982
14:5:6,47.31807034632035
14:5:7,31.92570784521637
14:6:4,13.736661943554061
14:7:0,0.8851391199674903
14:7:4,18.87204933954934
14:7:6,16.231784336792252
15:0:0,8.074230857405434
15:0:2,45.73465836940837
15:1:2,53.603379135570314
15:1:7,113.27213023088024
15:2:4,73.52462914862916
15:2:7,143.22102380952387
15:3:4,57.160896103896086
15:3:5,126.19258333333333
15:4:6,58.893870670995646
15:5:1,3.7776332035685534
15:5:2,5.6877666772741575
15:5:4,15.766312724527355
15:6:1,0.9119733234992453
15:6:2,2.0019707455521005
15:6:6,11.70170223503083
15:6:7,40.51711362113021
15:7:2,1.9719693011040418
16:0:4,113.03577777777777
16:0:6,205.00385714285713
16:0:7,125.98364285714288
16:2:1,5.735285674904111
16:2:3,127.45047619047618
16:2:4,61.031547924297904
16:2:7,136.12866666666667
16:3:0,1.1466211357508707
16:3:2,9.531191666227912
16:3:3,55.355054738562075
16:3:6,125.16842105263159
16:3:7,64.80265873015873
16:4:5,81.05582142857143
16:4:7,60.09537179487179
16:5:3,7.399052629485487
